id,zip,score,process,address,restaurant,inspection-date,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
10000448,78752,81,"Routine Inspection","6613 AIRPORT BLVD AUSTIN, TX 78752 ","Mom's Taste",2014-12-28T00:00:00Z,30.330709,-97.715446,1,range_interpolation,6613,"Airport Blvd",Austin,TX,"Travis County",78752,US
10000498,78748,90,"Routine Inspection","161 W SLAUGHTER LN Bldg B AUSTIN, TX 78748 ",Chick-Fil-A,2015-12-27T00:00:00Z,30.166962,-97.791288,1,range_interpolation,161,"W Slaughter Ln",Austin,TX,"Travis County",78748,US
10000508,78702,98,"Routine Inspection","1504 E 6TH ST AUSTIN, TX 78702 ","Lazy Lizard",2015-12-27T00:00:00Z,30.263516,-97.727452,1,range_interpolation,1504,"E 6th St",Austin,TX,"Travis County",78702,US
10000531,78753,82,"Routine Inspection","8201 N LAMAR BLVD AUSTIN, TX 78753 ","Capitol Food Stop #2",2015-12-27T00:00:00Z,30.350659,-97.709153,1,range_interpolation,8201,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10000619,78703,100,"Routine Inspection","1101 WEST LYNN ST AUSTIN, TX 78703 ","Caffe Medici",2014-12-28T00:00:00Z,30.279641,-97.759423,1,range_interpolation,1101,"W Lynn St",Austin,TX,"Travis County",78703,US
10000683,78732,95,"Routine Inspection","4308 N QUINLAN PARK RD AUSTIN, TX 78732 ","The Children's Center of Austin",2014-12-28T00:00:00Z,30.354567,-97.910258,0.9,range_interpolation,4308,"Quinlan Park Rd N",Austin,TX,"Travis County",78732,US
10000684,78727,82,"Routine Inspection","4101 W PARMER LN Unit A AUSTIN, TX 78727 ","Kolache Factory",2015-12-27T00:00:00Z,30.425788,-97.716286,1,range_interpolation,4101,"W Parmer Ln",Austin,TX,"Travis County",78727,US
10000688,78704,96,"Routine Inspection","539 W OLTORF ST AUSTIN, TX 78704 ","Sunrise Mini Mart",2015-12-27T00:00:00Z,30.23689,-97.750352,1,range_interpolation,539,"E Oltorf St",Austin,TX,"Travis County",78704,US
10000695,78731,96,"Routine Inspection","2823 HANCOCK DR AUSTIN, TX 78731 ","Sawyer Food Service- Hancock",2015-12-27T00:00:00Z,30.328024,-97.750141,1,range_interpolation,2823,"Hancock Dr",Austin,TX,"Travis County",78731,US
10000697,78753,82,"Routine Inspection","10901 N LAMAR BLVD Unit 104 AUSTIN, TX 78753 ","Short N Sweet",2015-12-27T00:00:00Z,30.377535,-97.688756,1,range_interpolation,10901,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10000709,78744,100,"Routine Inspection","5309 NUCKOLS CROSSING RD AUSTIN, TX 78744 ","Church's Chicken",2014-12-28T00:00:00Z,30.193018,-97.738818,1,range_interpolation,5309,"Nuckols Crossing Rd",Austin,TX,"Travis County",78744,US
10000718,78745,92,"Routine Inspection","4521 WEST GATE BLVD AUSTIN, TX 78745 ","Hyde Park Bar & Grill South",2014-12-28T00:00:00Z,30.229236,-97.801081,1,range_interpolation,4521,"W Gate Blvd",Austin,TX,"Travis County",78745,US
10000741,78721,82,"Routine Inspection","3306 OAK SPRINGS DR AUSTIN, TX 78721 ","Restaurant El Rey",2014-12-28T00:00:00Z,30.27372,-97.697868,1,range_interpolation,3306,"Oak Springs Dr",Austin,TX,"Travis County",78721,US
10000953,78735,97,"Routine Inspection","8656 W SH 71 Bldg A AUSTIN, TX 78735 ","West Rural Community Center",2015-12-27T00:00:00Z,30.267607,-97.860767,0.22,place,,,Austin,TX,"Travis County",78735,US
10001056,78753,74,"Routine Inspection","10901 N LAMAR BLVD Unit 108 AUSTIN, TX 78753 ","Pho Saigon",2014-12-28T00:00:00Z,30.377535,-97.688756,1,range_interpolation,10901,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10001074,78744,97,"Routine Inspection","5801 AINEZ DR AUSTIN, TX 78744 ","Dove Springs Recreation Center",2015-12-27T00:00:00Z,30.187486,-97.739375,1,range_interpolation,5801,"Ainez Dr",Austin,TX,"Travis County",78744,US
10001098,78723,90,"Routine Inspection","6715 E US 290 HWY EB AUSTIN, TX 78723 ","Fred Groceries Inc.",2015-12-27T00:00:00Z,30.320703,-97.690918,1,range_interpolation,6715,"E Hwy 290",Austin,TX,"Travis County",78723,US
10001140,78741,90,"Routine Inspection","1020 GROVE BLVD AUSTIN, TX 78741 ","Riverside Golf Course",2014-12-28T00:00:00Z,30.236595,-97.703528,1,range_interpolation,1020,"Grove Blvd",Austin,TX,"Travis County",78741,US
10001260,78752,96,"Routine Inspection","5764 AIRPORT BLVD AUSTIN, TX 78752 ","Panda Express #1319",2015-12-27T00:00:00Z,30.321296,-97.713662,1,range_interpolation,5764,"Airport Blvd",Austin,TX,"Travis County",78752,US
10001292,78728,90,"Routine Inspection","1779 W WELLS BRANCH PKWY AUSTIN, TX 78728 ","El Faro Taco and Cafe",2015-12-27T00:00:00Z,30.437173,-97.673557,1,range_interpolation,1779,"Wells Branch Pkwy",Austin,TX,"Travis County",78728,US
10001423,78723,97,"Routine Inspection","5630 CAMERON RD AUSTIN, TX 78723 ","Popeyes Chicken & Biscuits",2014-12-28T00:00:00Z,30.314914,-97.70291,1,range_interpolation,5630,"Cameron Rd",Austin,TX,"Travis County",78723,US
10001424,78745,100,"Routine Inspection","111 W WILLIAM CANNON DR AUSTIN, TX 78745 ","Popeye's Chicken and Biscuits",2014-12-28T00:00:00Z,30.193082,-97.779558,1,range_interpolation,111,"W William Cannon Dr",Austin,TX,"Travis County",78745,US
10001444,78701,100,"Routine Inspection","247 W 3RD ST AUSTIN, TX 78701 ","Royal Blue Grocery",2014-12-28T00:00:00Z,30.265616,-97.745653,1,range_interpolation,247,"W 3rd St",Austin,TX,"Travis County",78701,US
10001446,78753,97,"Routine Inspection","10901 N LAMAR BLVD Bldg G AUSTIN, TX 78753 ","MT Supermarket - Meat/Seafood",2014-12-28T00:00:00Z,30.377535,-97.688756,1,range_interpolation,10901,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10001477,78736,93,"Routine Inspection","9520 W US 290 HWY AUSTIN, TX 78736 ",Subway,2014-12-28T00:00:00Z,30.228465,-97.941227,0.9,range_interpolation,9520,"Us Hwy 290",Austin,TX,"Travis County",78736,US
10001509,78748,82,"Routine Inspection","9901 BRODIE LN AUSTIN, TX 78748 ","Tino's Greek Cafe",2015-12-27T00:00:00Z,30.184591,-97.848677,1,range_interpolation,9901,"Brodie Ln",Austin,TX,"Travis County",78748,US
10001511,78703,91,"Routine Inspection","1000 WEST LYNN ST AUSTIN, TX 78703 ","Galaxy Cafe",2014-12-28T00:00:00Z,30.279253,-97.759898,1,range_interpolation,1000,"W Lynn St",Austin,TX,"Travis County",78703,US
10001578,78745,91,"Routine Inspection","730 W STASSNEY LN Unit 150 AUSTIN, TX 78745 ","Baskin Robbins",2014-12-28T00:00:00Z,30.209196,-97.783868,1,range_interpolation,730,"W Stassney Ln",Austin,TX,"Travis County",78745,US
10001582,78746,97,"Routine Inspection","1034 LIBERTY PARK DR AUSTIN, TX 78746 ","The Summit at Westlake Hills",2015-12-27T00:00:00Z,30.264774,-97.787017,1,range_interpolation,1034,"Liberty Park Dr",Austin,TX,"Travis County",78746,US
10001611,78736,87,"Routine Inspection","10900 W US 290 HWY AUSTIN, TX 78736 ","Taqueria La Escondida #2",2014-12-28T00:00:00Z,30.22184,-97.955914,1,range_interpolation,10900,"W Hwy 290",Austin,TX,"Travis County",78737,US
10001616,78704,98,"Routine Inspection","2501 S LAMAR BLVD AUSTIN, TX 78704 ","Walgreens #01933",2015-12-27T00:00:00Z,30.246435,-97.777771,1,range_interpolation,2501,"S Lamar Blvd",Austin,TX,"Travis County",78704,US
10001712,78758,90,"Routine Inspection","2601 W BRAKER LN AUSTIN, TX 78758 ","Texaco Braker Mart",2014-12-28T00:00:00Z,30.390631,-97.720232,1,range_interpolation,2601,"W Braker Ln",Austin,TX,"Travis County",78758,US
10001726,78620,90,"Routine Inspection","18901 HAMILTON POOL RD DRIPPING SPRINGS, TX 78620 ","Hamilton Market",2015-12-27T00:00:00Z,30.290762,-98.074645,1,range_interpolation,18901,"Hamilton Pool Rd","Dripping Springs",TX,"Hays County",78620,US
10001837,78753,94,"Routine Inspection","13000 N IH 35 SVRD SB Bunit 216 AUSTIN, TX 78753 ","Bombay Express",2015-12-27T00:00:00Z,30.388532,-97.672564,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78753,US
10002011,78653,97,"Routine Inspection","12904 GREGG MANOR RD MANOR, TX 78653 ","MN - Manor Elementary School",2015-12-27T00:00:00Z,30.357125,-97.561388,1,range_interpolation,12904,"Gregg Manor Rd",Manor,TX,"Travis County",78653,US
10002015,78728,87,"Routine Inspection","1779 W WELLS BRANCH PKWY AUSTIN, TX 78728 ","Homer's Bar and Grill",2015-12-27T00:00:00Z,30.437173,-97.673557,1,range_interpolation,1779,"Wells Branch Pkwy",Austin,TX,"Travis County",78728,US
10002062,78729,90,"Routine Inspection","13435 N US 183 HWY NB Bldg 7 AUSTIN, TX 78729 ","Texas Roadhouse",2015-12-27T00:00:00Z,30.447296,-97.789869,1,range_interpolation,13435,"N Us Hwy 183",Austin,TX,"Travis County",78750,US
10002105,78748,73,"Routine Inspection","9500 S IH 35 SVRD SB AUSTIN, TX 78748 ","Carino's Italian Kitchen",2014-12-28T00:00:00Z,30.148782,-97.792996,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78748,US
10002121,78753,87,"Routine Inspection","10901 N LAMAR BLVD Bunit 203 AUSTIN, TX 78753 ","TC Noodle House",2014-12-28T00:00:00Z,30.377535,-97.688756,1,range_interpolation,10901,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10002156,78744,94,"Routine Inspection","5001 E BEN WHITE BLVD EB AUSTIN, TX 78744 ",Patsy's,2014-12-28T00:00:00Z,30.213849,-97.727236,1,range_interpolation,5001,"E Ben White Blvd",Austin,TX,"Travis County",78741,US
10002170,78717,100,"Routine Inspection","9215 W PARMER LN AUSTIN, TX 78717 ","Sonic Drive In #113",2014-12-28T00:00:00Z,30.478068,-97.765728,1,range_interpolation,9215,"W Parmer Ln",Austin,TX,"Williamson County",78717,US
10002278,78701,75,"Routine Inspection","401 W 2ND ST AUSTIN, TX 78701 ","Lambert's Downtown Barbecue",2014-12-28T00:00:00Z,30.265436,-97.747672,1,range_interpolation,401,"W 2nd St",Austin,TX,"Travis County",78701,US
10002408,78753,85,"Routine Inspection","8128 N IH 35 SVRD SB AUSTIN, TX 78753 ","Super 8 Motel",2015-12-27T00:00:00Z,30.388532,-97.672564,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78753,US
10002411,78753,83,"Routine Inspection","10901 N LAMAR BLVD Unit 104 AUSTIN, TX 78753 ","First Chinese BBQ",2014-12-28T00:00:00Z,30.377535,-97.688756,1,range_interpolation,10901,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10002414,78753,94,"Routine Inspection","1030 NORWOOD PARK BLVD Bunit 100 AUSTIN, TX 78753 ","Subway Sandwich #22880",2014-12-28T00:00:00Z,30.338521,-97.692558,1,range_interpolation,1030,"Norwood Park Blvd",Austin,TX,"Travis County",78753,US
10002488,78717,100,"Routine Inspection","10550 W PARMER LN AUSTIN, TX 78717 ","CVS Pharmacy #526",2014-12-28T00:00:00Z,30.495896,-97.774753,0.8,range_interpolation,10550,"W Parmer Ln",Austin,TX,"Williamson County",78717,US
10002545,78653,95,"Routine Inspection","18010 BLAKE MANOR RD AUSTIN, TX 78653 ","MN - Blake Manor Elementary School",2015-12-27T00:00:00Z,30.308189,-97.535108,1,range_interpolation,18010,"Blake Manor Rd",Manor,TX,"Travis County",78653,US
10002549,78653,100,"Routine Inspection","12900 GREGG MANOR RD MANOR, TX 78653 ","MN - Manor Middle School",2015-12-27T00:00:00Z,30.357044,-97.561357,1,range_interpolation,12900,"Gregg Manor Rd",Manor,TX,"Travis County",78653,US
10002550,78751,100,"Routine Inspection","4119 GUADALUPE ST AUSTIN, TX 78751 ","Vino Vino",2014-12-28T00:00:00Z,30.306529,-97.735541,1,range_interpolation,4119,"Guadalupe St",Austin,TX,"Travis County",78751,US
10002574,78753,80,"Routine Inspection","1425 E RUNDBERG LN Unit 100 AUSTIN, TX 78753 ","Mom's Grocery",2015-12-27T00:00:00Z,30.351588,-97.677326,1,range_interpolation,1425,"E Rundberg Ln",Austin,TX,"Travis County",78753,US
10002586,78750,79,"Routine Inspection","13450 N US 183 HWY SB Unit 243 AUSTIN, TX 78750 ","Taqueria La Tapatia",2014-12-28T00:00:00Z,30.447885,-97.790176,0.8,range_interpolation,13450,"N Us Hwy 183",Austin,TX,"Travis County",78750,US
10002594,78726,97,"Routine Inspection","7409 N FM 620 RD Bldg 3 AUSTIN, TX 78726 ","Taco Cabana #293",2014-12-28T00:00:00Z,30.407214,-97.85239,1,range_interpolation,7409,"Fm 620",Austin,TX,"Travis County",78726,US
10002635,78705,100,"Routine Inspection","611 W 22ND ST AUSTIN, TX 78705 ","Star of Texas",2014-12-28T00:00:00Z,30.285038,-97.744047,1,range_interpolation,611,"W 22nd St",Austin,TX,"Travis County",78705,US
10002740,78746,97,"Routine Inspection","4101 BEE CAVES RD WEST LAKE HILLS, TX 78746 ","WL - Eanes Elementary",2015-12-27T00:00:00Z,30.283336,-97.810606,0.8,range_interpolation,4101,"Bee Caves Rd",Austin,TX,"Travis County",78746,US
10002741,78746,100,"Routine Inspection","1201 S CAPITAL OF TEXAS HWY NB WEST LAKE HILLS, TX 78746 ","WL - Forest Trail Elementary",2015-12-27T00:00:00Z,30.281275,-97.822269,1,range_interpolation,1201,"S Capital Of Texas Hwy",Austin,TX,"Travis County",78746,US
10002742,78746,100,"Routine Inspection","3300 BEE CAVES RD Unit 250 WEST LAKE HILLS, TX 78746 ","WL - Starbucks Coffee #691",2014-12-28T00:00:00Z,30.274913,-97.801287,0.8,range_interpolation,3300,"Bee Caves Rd",Austin,TX,"Travis County",78746,US
10002745,78746,90,"Routine Inspection","3736 BEE CAVES RD Unit 6A WEST LAKE HILLS, TX 78746 ","WL - Texas Honey Ham",2014-12-28T00:00:00Z,30.280175,-97.80711,1,range_interpolation,3736,"Bee Caves Rd",Austin,TX,"Travis County",78746,US
10002749,78746,100,"Routine Inspection","1201 S CAPITAL OF TEXAS HWY NB WEST LAKE HILLS, TX 78746 ","WL - Valley View Elementary",2015-12-27T00:00:00Z,30.281275,-97.822269,1,range_interpolation,1201,"S Capital Of Texas Hwy",Austin,TX,"Travis County",78746,US
10002913,78752,100,"Routine Inspection","5775 AIRPORT BLVD AUSTIN, TX 78752 ","Spec's Wine, Liquor & Fine Foods",2014-12-28T00:00:00Z,30.321605,-97.713328,1,range_interpolation,5775,"Airport Blvd",Austin,TX,"Travis County",78752,US
10002963,78749,99,"Routine Inspection","5017 W US 290 HWY EB AUSTIN, TX 78749 ","Wal-Mart #2133-Milk/ Ice Cream",2015-12-27T00:00:00Z,30.235099,-97.857733,0.8,street_center,,"State Hwy 71",Austin,TX,"Travis County",78749,US
10002982,78749,95,"Routine Inspection","6611 S MOPAC EXPY NB Bunit 600 AUSTIN, TX 78749 ","Wings to Go",2015-12-27T00:00:00Z,30.233452,-97.824865,1,range_interpolation,6611,"S Mo Pac Expy",Austin,TX,"Travis County",78749,US
10002985,78738,100,"Routine Inspection","1 WORLD OF TENNIS SQ LAKEWAY, TX 78738 ","LW - Hills Country Club-World of Tennis",2014-12-28T00:00:00Z,30.351421,-97.997248,1,range_interpolation,1,"World Of Tennis Sq",Austin,TX,"Travis County",78738,US
10003014,78701,74,"Routine Inspection","111 LAVACA ST AUSTIN, TX 78701 ","III Forks #350",2015-12-27T00:00:00Z,30.264117,-97.74677,1,range_interpolation,111,"Lavaca St",Austin,TX,"Travis County",78701,US
10003038,78758,90,"Routine Inspection","12430 N LAMAR BLVD AUSTIN, TX 78758 ","Prime Mart",2014-12-28T00:00:00Z,30.407206,-97.678464,1,range_interpolation,12430,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10003328,78704,84,"Routine Inspection","2310 S LAMAR BLVD Unit 102 AUSTIN, TX 78704 ","Irie Bean",2014-12-28T00:00:00Z,30.247425,-97.775408,1,range_interpolation,2310,"S Lamar Blvd",Austin,TX,"Travis County",78704,US
10003334,78746,94,"Routine Inspection","2805 BEE CAVES RD Unit 410 ROLLINGWOOD, TX 78746 ","RW - Panera Bread Bakery and Cafe",2014-12-28T00:00:00Z,30.270988,-97.788994,1,range_interpolation,2805,"Bee Caves Rd",Austin,TX,"Travis County",78746,US
10003362,78756,88,"Routine Inspection","1401 W KOENIG LN AUSTIN, TX 78756 ","Thunderbird Cafe and Tap Room",2014-12-28T00:00:00Z,30.331021,-97.731592,1,range_interpolation,1401,"W Koenig Ln",Austin,TX,"Travis County",78756,US
10003368,78701,97,"Routine Inspection","200 SAN JACINTO BLVD AUSTIN, TX 78701 ","2nd Street Market",2014-12-28T00:00:00Z,30.263791,-97.74179,1,range_interpolation,200,"San Jacinto Blvd",Austin,TX,"Travis County",78701,US
10003415,78744,89,"Routine Inspection","5200 E WILLIAM CANNON DR AUSTIN, TX 78744 ","C-Mart #7",2015-12-27T00:00:00Z,30.180294,-97.74809,1,range_interpolation,5200,"E William Cannon Dr",Austin,TX,"Travis County",78744,US
10003416,78748,81,"Routine Inspection","9600 S IH 35 SVRD SB Bunit 500 AUSTIN, TX 78748 ","Mama Fu's Southpark",2014-12-28T00:00:00Z,30.148782,-97.792996,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78748,US
10003488,78723,97,"Routine Inspection","5811 BERKMAN DR Unit 114 AUSTIN, TX 78723 ","Family Dollar Store #1782",2015-12-27T00:00:00Z,30.311932,-97.693623,1,range_interpolation,5811,"Berkman Dr",Austin,TX,"Travis County",78723,US
10003490,78745,95,"Routine Inspection","500 W WILLIAM CANNON DR AUSTIN, TX 78745 ","Family Dollar Store #3416",2015-12-27T00:00:00Z,30.196387,-97.785818,1,range_interpolation,500,"W William Cannon Dr",Austin,TX,"Travis County",78745,US
10003492,78704,90,"Routine Inspection","118 E OLTORF ST AUSTIN, TX 78704 ","Family Dollar Store #3834",2014-12-28T00:00:00Z,30.236915,-97.750446,0.8,range_interpolation,118,"E Oltorf St",Austin,TX,"Travis County",78704,US
10003495,78744,93,"Routine Inspection","5301 E STASSNEY LN AUSTIN, TX 78744 ","Family Dollar Store #5520",2014-12-28T00:00:00Z,30.193019,-97.738014,0.8,range_interpolation,5301,"E Stassney Ln",Austin,TX,"Travis County",78744,US
10003497,78753,91,"Routine Inspection","9717 N LAMAR BLVD AUSTIN, TX 78753 ","Family Dollar Store #6170",2015-12-27T00:00:00Z,30.366569,-97.694999,1,range_interpolation,9717,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10003499,78729,100,"Routine Inspection","9308 ANDERSON MILL RD AUSTIN, TX 78729 ","Family Dollar Store #6767",2014-12-28T00:00:00Z,30.450617,-97.784407,1,range_interpolation,9308,"Anderson Mill Rd",Austin,TX,"Williamson County",78729,US
10003502,78721,100,"Routine Inspection","4701 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78721 ","Family Dollar Store #6846",2014-12-28T00:00:00Z,30.285831,-97.681512,1,range_interpolation,4701,"E Martin Luther King Jr Blvd",Austin,TX,"Travis County",78721,US
10003517,78745,100,"Routine Inspection","5601 BRODIE LN Unit 1100 SUNSET VALLEY, TX 78745 ","SV - Cost Plus World Market",2014-12-28T00:00:00Z,30.22748,-97.821254,1,range_interpolation,5601,"Brodie Ln",Austin,TX,"Travis County",78745,US
10003881,78704,92,"Routine Inspection","1530 BARTON SPRINGS RD AUSTIN, TX 78704 ","Uncle Billy's Brew & Que",2015-12-27T00:00:00Z,30.262078,-97.761091,1,range_interpolation,1530,"Barton Springs Rd",Austin,TX,"Travis County",78704,US
10003944,78758,90,"Routine Inspection","10515 N MOPAC EXPY NB AUSTIN, TX 78758 ","Chuck E. Cheese's 586",2014-12-28T00:00:00Z,30.39552,-97.732443,1,range_interpolation,10515,"N Mo-pac Expy",Austin,TX,"Travis County",78759,US
10003981,78753,85,"Routine Inspection","10520 N LAMAR BLVD AUSTIN, TX 78753 ","Chuy's North Lamar",2014-12-28T00:00:00Z,30.373838,-97.691151,1,range_interpolation,10520,"N Lamar Blvd",Austin,TX,"Travis County",78753,US
10003983,78704,80,"Routine Inspection","1728 BARTON SPRINGS RD AUSTIN, TX 78704 ","Chuy's Barton Springs",2014-12-28T00:00:00Z,30.26343,-97.762766,1,range_interpolation,1728,"Barton Springs Rd",Austin,TX,"Travis County",78704,US
10003985,78759,97,"Routine Inspection","11680 RESEARCH BLVD SB AUSTIN, TX 78759 ","Chuy's 183",2015-12-27T00:00:00Z,30.417947,-97.747288,1,range_interpolation,11680,"Research Blvd",Austin,TX,"Travis County",78759,US
10004202,78737,100,"Routine Inspection","7900 FM 1826 RD AUSTIN, TX 78737 ","Seton Southwest Gift Shop",2014-12-28T00:00:00Z,30.173122,-97.931902,1,range_interpolation,7900,"Fm 1826",Austin,TX,"Travis County",78737,US
10004208,78701,74,"Routine Inspection","20 N IH 35 SVRD SB AUSTIN, TX 78701 ","Holiday Inn Austin Town Lake Pecan Tree Restaurant",2015-12-27T00:00:00Z,30.388532,-97.672564,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78753,US
10004227,78723,93,"Routine Inspection","5425 N IH 35 SVRD NB AUSTIN, TX 78723 ","Dollar Tree Store #2875",2015-12-27T00:00:00Z,30.388532,-97.672564,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78753,US
10004235,78703,96,"Routine Inspection","2307 LAKE AUSTIN BLVD AUSTIN, TX 78703 ","Juice Land",2014-12-28T00:00:00Z,30.277828,-97.772353,1,range_interpolation,2307,"Lake Austin Blvd",Austin,TX,"Travis County",78703,US
10004307,78735,100,"Routine Inspection","5901 SOUTHWEST PKWY AUSTIN, TX 78735 ","St. Andrew's Episcopal School-Concession",2014-12-28T00:00:00Z,30.247136,-97.848245,1,range_interpolation,5901,"Southwest Pkwy",Austin,TX,"Travis County",78735,US
10004367,78757,92,"Routine Inspection","2545 W ANDERSON LN AUSTIN, TX 78757 ","Schlotzsky's ",2014-12-28T00:00:00Z,30.357543,-97.734339,1,range_interpolation,2545,"W Anderson Ln",Austin,TX,"Travis County",78757,US
10004373,78729,82,"Routine Inspection","13201 N FM 620 RD NB AUSTIN, TX 78729 ","Schlotzsky's Stores, LLC",2015-12-27T00:00:00Z,30.470027,-97.78992,0.8,street_center,,"Fm 620",Austin,TX,"Williamson County",78729,US
10004376,78759,94,"Routine Inspection","5105 BALCONES WOODS DR AUSTIN, TX 78759 ",Schlotzsky's,2015-12-27T00:00:00Z,30.408106,-97.745922,1,range_interpolation,5105,"Balcones Woods Dr",Austin,TX,"Travis County",78759,US
10004379,78753,85,"Routine Inspection","500 CANYON RIDGE DR Bldg G AUSTIN, TX 78753 ","Schlotzsky's Stores, LLC",2014-12-28T00:00:00Z,30.402623,-97.671134,1,range_interpolation,500,"Canyon Ridge Dr W",Austin,TX,"Travis County",78753,US
10004382,78729,92,"Routine Inspection","6301 W PARMER LN Unit 608 AUSTIN, TX 78729 ","Schlotzsky's Stores, LLC",2014-12-28T00:00:00Z,30.44561,-97.743633,1,range_interpolation,6301,"W Parmer Ln",Austin,TX,"Williamson County",78729,US
10004385,78704,93,"Routine Inspection","218 S LAMAR BLVD AUSTIN, TX 78704 ",Schlotzsky's,2015-12-27T00:00:00Z,30.264329,-97.757404,1,range_interpolation,218,"S Lamar Blvd",Austin,TX,"Travis County",78704,US
10004480,78748,87,"Routine Inspection","9600 MANCHACA RD AUSTIN, TX 78748 ","Dollar General Store #10315",2014-12-28T00:00:00Z,30.176217,-97.822643,1,range_interpolation,9600,"Manchaca Rd",Austin,TX,"Travis County",78748,US
10004486,78702,88,"Routine Inspection","1617 N IH 35 SVRD NB AUSTIN, TX 78702 ","Doubletree Club Hotel",2015-12-27T00:00:00Z,30.388532,-97.672564,0.8,street_center,,"I- 35",Austin,TX,"Travis County",78753,US
10004511,78729,87,"Routine Inspection","13429 N US 183 HWY AUSTIN, TX 78729 ","Pei Wei Asian Diner",2015-12-27T00:00:00Z,30.447067,-97.789736,1,range_interpolation,13429,"N Us Hwy 183",Austin,TX,"Travis County",78750,US
10004620,78734,88,"Routine Inspection","1917 LOHMANS CROSSING RD LAKEWAY, TX 78734 ","LW - Brookdale Lakeway Skilled Nursing",2014-12-28T00:00:00Z,30.345647,-97.976813,1,range_interpolation,1917,"Lohmans Crossing Rd",Austin,TX,"Travis County",78734,US
10004658,78757,100,"Routine Inspection","2608 RICHCREEK RD AUSTIN, TX 78757 ","Read Pre-K Center",2014-12-28T00:00:00Z,30.351652,-97.73635,1,range_interpolation,2608,"Richcreek Rd",Austin,TX,"Travis County",78757,US
10004691,78653,68,"Routine Inspection","17530 BLAKE MANOR RD AUSTIN, TX 78653 ","Blake Manor Food Mart",2015-12-27T00:00:00Z,30.3183,-97.540318,1,range_interpolation,17530,"Blake Manor Rd",Manor,TX,"Travis County",78653,US
10004728,78730,100,"Routine Inspection","10625 BONAVENTURE DR AUSTIN, TX 78730 ","The Children's Courtyard",2014-12-28T00:00:00Z,30.391642,-97.847071,0.8,street_center,,"Bonaventure Dr",Austin,TX,"Travis County",78730,US
10004890,78745,94,"Routine Inspection","8213 BRODIE LN Unit 116 AUSTIN, TX 78745 ","Shipley Do-Nuts",2015-12-27T00:00:00Z,30.201269,-97.838333,1,range_interpolation,8213,"Brodie Ln",Austin,TX,"Travis County",78745,US
10004903,78702,96,"Routine Inspection","1308 E 6TH ST AUSTIN, TX 78702 ","Rio Rita",2014-12-28T00:00:00Z,30.264159,-97.729406,1,range_interpolation,1308,"E 6th St",Austin,TX,"Travis County",78702,US
10004935,78723,91,"Routine Inspection","2157 GASTON PLACE DR AUSTIN, TX 78723 ","Gaston Food Mart",2014-12-28T00:00:00Z,30.311708,-97.685623,1,range_interpolation,2157,"Gaston Place Dr",Austin,TX,"Travis County",78723,US
10005095,78729,92,"Routine Inspection","13435 N US 183 HWY NB AUSTIN, TX 78729 ","KFC   Y343100",2015-12-27T00:00:00Z,30.447296,-97.789869,1,range_interpolation,13435,"N Us Hwy 183",Austin,TX,"Travis County",78750,US
10005117,78757,84,"Routine Inspection","7849 SHOAL CREEK BLVD AUSTIN, TX 78757 ",Delaney's,2015-12-27T00:00:00Z,30.359803,-97.740694,1,range_interpolation,7849,"Shoal Creek Blvd",Austin,TX,"Travis County",78757,US
10005132,78705,96,"Routine Inspection","3706 N LAMAR BLVD AUSTIN, TX 78705 ","Kolache Factory",2015-12-27T00:00:00Z,30.304622,-97.743558,1,range_interpolation,3706,"N Lamar Blvd",Austin,TX,"Travis County",78705,US
10005135,78749,89,"Routine Inspection","9600 ESCARPMENT BLVD Bunit 800 AUSTIN, TX 78749 ","Waterloo Ice House",2014-12-28T00:00:00Z,30.223869,-97.871667,0.8,street_center,,"Escarpment Blvd",Austin,TX,"Travis County",78749,US
10005142,78703,89,"Routine Inspection","626 N LAMAR BLVD AUSTIN, TX 78703 ","Counter Cafe, The",2014-12-28T00:00:00Z,30.271807,-97.754012,1,range_interpolation,626,"N Lamar Blvd",Austin,TX,"Travis County",78703,US
10005272,78758,100,"Routine Inspection","2501 W PARMER LN Unit 950 AUSTIN, TX 78758 ","Panda Express #1289",2014-12-28T00:00:00Z,30.418238,-97.701294,1,range_interpolation,2501,"W Parmer Ln",Austin,TX,"Travis County",78727,US
10005294,78758,96,"Routine Inspection","1701 W PARMER LN Unit 104 AUSTIN, TX 78758 ",Wingstop,2014-12-28T00:00:00Z,30.411992,-97.688362,1,range_interpolation,1701,"W Parmer Ln",Austin,TX,"Travis County",78754,US
